Gene	Comparison	Domain	GO.ID	Term	Annotated	Significant	Expected	pval	-log10(pvalue)	Fold.Enrichment	log10(FE)
Nadk2	hom_vs_het_wt	BP	GO:0002029	desensitization of G-protein coupled rec...	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0060831	smoothened signaling pathway involved in...	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0034030	ribonucleoside bisphosphate biosynthetic...	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0034033	purine nucleoside bisphosphate biosynthe...	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0022401	negative adaptation of signaling pathway	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0035988	chondrocyte proliferation	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0034143	regulation of toll-like receptor 4 signa...	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0022616	DNA strand elongation	14	8	4.53	0.04860	1.31336373073771	1.76600441501104	0.246991784979112
Nadk2	hom_vs_het_wt	BP	GO:0012501	programmed cell death	1428	511	461.96	0.04902	1.30962669308394	1.10615637717551	0.0438165274602856
Nadk2	hom_vs_het_wt	BP	GO:1901701	cellular response to oxygen-containing c...	720	265	232.92	0.04930	1.30715308072277	1.13772969259832	0.0560390925008202
Nadk2	hom_vs_het_wt	BP	GO:0010941	regulation of cell death	1211	429	391.76	0.04967	1.30390584000478	1.09505819889728	0.0394372011745626
Nadk2	hom_vs_het_wt	BP	GO:0048536	spleen development	39	18	12.62	0.04982	1.30259627679951	1.42630744849445	0.154213150195191
Nadk2	hom_vs_het_wt	BP	GO:1902099	regulation of metaphase/anaphase transit...	39	18	12.62	0.04982	1.30259627679951	1.42630744849445	0.154213150195191
Nadk2	hom_vs_het_wt	BP	GO:0007595	lactation	39	18	12.62	0.04982	1.30259627679951	1.42630744849445	0.154213150195191
Nadk2	hom_vs_het_wt	BP	GO:1903317	regulation of protein maturation	214	81	69.23	0.04986	1.30224772583225	1.17001300014445	0.0681906872672135
Nek9	hom_vs_het_wt	BP	GO:0055010	ventricular cardiac muscle tissue morpho...	48	20	1.95	1.4e-14	13.8538719643218	10.2564102564103	1.01099538430146
Nek9	hom_vs_het_wt	BP	GO:0060048	cardiac muscle contraction	99	30	4.03	5.1e-13	12.2924298239021	7.44416873449131	0.871816208578553
Nek9	hom_vs_het_wt	BP	GO:0055008	cardiac muscle tissue morphogenesis	62	29	2.52	3.6e-10	9.44369749923271	11.5079365079365	1.06099745711741
Nek9	hom_vs_het_wt	BP	GO:0006695	cholesterol biosynthetic process	37	13	1.51	1.1e-09	8.95860731484177	8.60927152317881	0.934966405013667
Nek9	hom_vs_het_wt	BP	GO:0045214	sarcomere organization	38	13	1.55	1.6e-09	8.79588001734407	8.38709677419355	0.923611654136545
Nek9	hom_vs_het_wt	BP	GO:0002026	regulation of the force of heart contrac...	26	11	1.06	2.1e-09	8.67778070526608	10.377358490566	1.01608681989345
Nek9	hom_vs_het_wt	BP	GO:0001666	response to hypoxia	259	36	10.55	2.0e-08	7.69897000433602	3.41232227488152	0.533050041133576
Nek9	hom_vs_het_wt	BP	GO:0048665	neuron fate specification	34	11	1.38	5.6e-08	7.2518119729938	7.97101449275362	0.901513598756989
Nek9	hom_vs_het_wt	BP	GO:0045944	positive regulation of transcription fro...	920	68	37.47	1.1e-06	5.95860731484177	1.8147851614625	0.258825219612438
Nek9	hom_vs_het_wt	BP	GO:0001570	vasculogenesis	76	17	3.1	1.3e-06	5.88605664769316	5.48387096774194	0.739087227544001
Nek9	hom_vs_het_wt	BP	GO:0007411	axon guidance	157	21	6.39	1.6e-06	5.79588001734407	3.28638497652582	0.516718436575519
Nek9	hom_vs_het_wt	BP	GO:0070252	actin-mediated cell contraction	63	18	2.57	2.2e-06	5.65757731917779	7.00389105058366	0.845339381772012
Nek9	hom_vs_het_wt	BP	GO:0001764	neuron migration	137	19	5.58	2.8e-06	5.55284196865778	3.40501792114695	0.53211940201525
Nek9	hom_vs_het_wt	BP	GO:0021978	telencephalon regionalization	12	6	0.49	3.3e-06	5.48148606012211	12.2448979591837	1.08795517035513
Nek9	hom_vs_het_wt	BP	GO:0010002	cardioblast differentiation	18	7	0.73	3.8e-06	5.42021640338319	9.58904109589041	0.981775179893801
Nek9	hom_vs_het_wt	BP	GO:0001947	heart looping	52	11	2.12	6.1e-06	5.21467016498923	5.18867924528302	0.715056824229473
Nek9	hom_vs_het_wt	BP	GO:0060045	positive regulation of cardiac muscle ce...	20	7	0.81	8.7e-06	5.06048074738138	8.64197530864197	0.936613021135607
Nek9	hom_vs_het_wt	BP	GO:0042493	response to drug	327	31	13.32	1.1e-05	4.95860731484177	2.32732732732733	0.36685746899999
Nek9	hom_vs_het_wt	BP	GO:0003148	outflow tract septum morphogenesis	21	7	0.86	1.3e-05	4.88605664769316	8.13953488372093	0.910599588770689
Nek9	hom_vs_het_wt	BP	GO:0014898	cardiac muscle hypertrophy in response t...	21	7	0.86	1.3e-05	4.88605664769316	8.13953488372093	0.910599588770689
Nek9	hom_vs_het_wt	BP	GO:0003181	atrioventricular valve morphogenesis	15	6	0.61	1.6e-05	4.79588001734407	9.83606557377049	0.992821415372876
Nek9	hom_vs_het_wt	BP	GO:0021819	layer formation in cerebral cortex	15	6	0.61	1.6e-05	4.79588001734407	9.83606557377049	0.992821415372876
Nek9	hom_vs_het_wt	BP	GO:0055003	cardiac myofibril assembly	15	6	0.61	1.6e-05	4.79588001734407	9.83606557377049	0.992821415372876
Nek9	hom_vs_het_wt	BP	GO:0006633	fatty acid biosynthetic process	103	15	4.19	1.7e-05	4.76955107862173	3.5799522673031	0.553877236089386
Nek9	hom_vs_het_wt	BP	GO:0021510	spinal cord development	99	24	4.03	1.9e-05	4.72124639904717	5.95533498759305	0.774906195570496
Nek9	hom_vs_het_wt	BP	GO:0060441	epithelial tube branching involved in lu...	30	8	1.22	1.9e-05	4.72124639904717	6.55737704918033	0.816730156317195
Nek9	hom_vs_het_wt	BP	GO:0048739	cardiac muscle fiber development	10	5	0.41	2.3e-05	4.63827216398241	12.1951219512195	1.08618614761628
Nek9	hom_vs_het_wt	BP	GO:0000122	negative regulation of transcription fro...	652	49	26.55	2.5e-05	4.60205999132796	1.84557438794727	0.266131554611026
Nek9	hom_vs_het_wt	BP	GO:0086091	regulation of heart rate by cardiac cond...	31	8	1.26	2.5e-05	4.60205999132796	6.34920634920635	0.80271944187438
Nek9	hom_vs_het_wt	BP	GO:0006941	striated muscle contraction	132	37	5.38	3.3e-05	4.48148606012211	6.87732342007435	0.837419448400606
Nek9	hom_vs_het_wt	BP	GO:0001701	in utero embryonic development	358	35	14.58	3.3e-05	4.48148606012211	2.40054869684499	0.38031052036832
Nek9	hom_vs_het_wt	BP	GO:0003207	cardiac chamber formation	11	5	0.45	4.1e-05	4.38721614328026	11.1111111111111	1.04575749056068
Nek9	hom_vs_het_wt	BP	GO:0071397	cellular response to cholesterol	11	5	0.45	4.1e-05	4.38721614328026	11.1111111111111	1.04575749056068
Nek9	hom_vs_het_wt	BP	GO:0015671	oxygen transport	11	5	0.45	4.1e-05	4.38721614328026	11.1111111111111	1.04575749056068
Nek9	hom_vs_het_wt	BP	GO:0060317	cardiac epithelial to mesenchymal transi...	25	7	1.02	4.5e-05	4.34678748622466	6.86274509803922	0.836497868252339
Nek9	hom_vs_het_wt	BP	GO:0016337	single organismal cell-cell adhesion	272	29	11.08	5.2e-05	4.2839966563652	2.6173285198556	0.417858237506545
Nek9	hom_vs_het_wt	BP	GO:0001709	cell fate determination	35	8	1.43	6.4e-05	4.19382002601611	5.5944055944056	0.747753949526882
Nek9	hom_vs_het_wt	BP	GO:0007611	learning or memory	196	24	7.98	6.8e-05	4.16749108729376	3.00751879699248	0.478208350360877
Nek9	hom_vs_het_wt	BP	GO:0045766	positive regulation of angiogenesis	90	13	3.67	6.8e-05	4.16749108729376	3.54223433242507	0.549277288054747
Nek9	hom_vs_het_wt	BP	GO:0003215	cardiac right ventricle morphogenesis	19	6	0.77	7.7e-05	4.11350927482752	7.79220779220779	0.891660525211162
Nek9	hom_vs_het_wt	BP	GO:2000311	regulation of alpha-amino-3-hydroxy-5-me...	19	6	0.77	7.7e-05	4.11350927482752	7.79220779220779	0.891660525211162
Nek9	hom_vs_het_wt	BP	GO:0070588	calcium ion transmembrane transport	144	17	5.86	7.8e-05	4.10790539730952	2.90102389078498	0.462551305360183
Nek9	hom_vs_het_wt	BP	GO:0048663	neuron fate commitment	73	20	2.97	8.5e-05	4.07058107428571	6.73400673400673	0.828273546346769
Nek9	hom_vs_het_wt	BP	GO:0003161	cardiac conduction system development	13	5	0.53	0.00011	3.95860731484177	9.43396226415094	0.97469413473523
Nek9	hom_vs_het_wt	BP	GO:0055119	relaxation of cardiac muscle	13	5	0.53	0.00011	3.95860731484177	9.43396226415094	0.97469413473523
Nek9	hom_vs_het_wt	BP	GO:0045109	intermediate filament organization	13	5	0.53	0.00011	3.95860731484177	9.43396226415094	0.97469413473523
Nek9	hom_vs_het_wt	BP	GO:0008299	isoprenoid biosynthetic process	21	6	0.86	0.00014	3.85387196432176	6.97674418604651	0.843652799140076
Nek9	hom_vs_het_wt	BP	GO:0090130	tissue migration	208	20	8.47	0.00016	3.79588001734407	2.36127508854782	0.373146585333274
Nek9	hom_vs_het_wt	BP	GO:0006898	receptor-mediated endocytosis	182	19	7.41	0.00016	3.79588001734407	2.56410256410256	0.408935392973501
Nek9	hom_vs_het_wt	BP	GO:0006936	muscle contraction	213	51	8.67	0.00016	3.79588001734407	5.88235294117647	0.769551078621726
Nek9	hom_vs_het_wt	BP	GO:0021527	spinal cord association neuron different...	14	5	0.57	0.00016	3.79588001734407	8.7719298245614	0.943095148663527
Nek9	hom_vs_het_wt	BP	GO:0007512	adult heart development	14	5	0.57	0.00016	3.79588001734407	8.7719298245614	0.943095148663527
Nek9	hom_vs_het_wt	BP	GO:0001568	blood vessel development	515	60	20.97	0.00018	3.74472749489669	2.86123032904149	0.4565528199183
Nek9	hom_vs_het_wt	BP	GO:0038084	vascular endothelial growth factor signa...	22	6	0.9	0.00019	3.72124639904717	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0035914	skeletal muscle cell differentiation	63	10	2.57	0.00021	3.67778070526608	3.89105058365759	0.590066876668705
Nek9	hom_vs_het_wt	BP	GO:0008285	negative regulation of cell proliferatio...	471	36	19.18	0.00022	3.65757731917779	1.87695516162669	0.273453897932642
Nek9	hom_vs_het_wt	BP	GO:0003209	cardiac atrium morphogenesis	31	10	1.26	0.00023	3.63827216398241	7.93650793650794	0.899629454882437
Nek9	hom_vs_het_wt	BP	GO:0010880	regulation of release of sequestered cal...	15	5	0.61	0.00024	3.61978875828839	8.19672131147541	0.913640169325252
Nek9	hom_vs_het_wt	BP	GO:0007162	negative regulation of cell adhesion	115	14	4.68	0.00024	3.61978875828839	2.99145299145299	0.475882182604114
Nek9	hom_vs_het_wt	BP	GO:0048732	gland development	387	37	15.76	0.00024	3.61978875828839	2.34771573604061	0.370645510913458
Nek9	hom_vs_het_wt	BP	GO:0086019	cell-cell signaling involved in cardiac ...	23	6	0.94	0.00025	3.60205999132796	6.38297872340426	0.805023396783945
Nek9	hom_vs_het_wt	BP	GO:0042593	glucose homeostasis	190	19	7.74	0.00028	3.55284196865778	2.45478036175711	0.390012640269936
Nek9	hom_vs_het_wt	BP	GO:0070374	positive regulation of ERK1 and ERK2 cas...	117	14	4.76	0.00028	3.55284196865778	2.94117647058824	0.468521082957745
Nek9	hom_vs_het_wt	BP	GO:0061005	cell differentiation involved in kidney ...	43	8	1.75	0.00030	3.52287874528034	4.57142857142857	0.660051938305649
Nek9	hom_vs_het_wt	BP	GO:0021522	spinal cord motor neuron differentiation	33	7	1.34	0.00030	3.52287874528034	5.22388059701492	0.717993241649449
Nek9	hom_vs_het_wt	BP	GO:0042445	hormone metabolic process	113	17	4.6	0.00032	3.49485002168009	3.69565217391304	0.5676910896967
Nek9	hom_vs_het_wt	BP	GO:0021542	dentate gyrus development	16	5	0.65	0.00033	3.48148606012211	7.69230769230769	0.886056647693163
Nek9	hom_vs_het_wt	BP	GO:2000738	positive regulation of stem cell differe...	16	5	0.65	0.00033	3.48148606012211	7.69230769230769	0.886056647693163
Nek9	hom_vs_het_wt	BP	GO:0060413	atrial septum morphogenesis	16	5	0.65	0.00033	3.48148606012211	7.69230769230769	0.886056647693163
Nek9	hom_vs_het_wt	BP	GO:0060579	ventral spinal cord interneuron fate com...	16	5	0.65	0.00033	3.48148606012211	7.69230769230769	0.886056647693163
Nek9	hom_vs_het_wt	BP	GO:0055013	cardiac muscle cell development	57	17	2.32	0.00033	3.48148606012211	7.32758620689655	0.864960936487374
Nek9	hom_vs_het_wt	BP	GO:0030534	adult behavior	133	15	5.42	0.00033	3.48148606012211	2.76752767527675	0.442091972517294
Nek9	hom_vs_het_wt	BP	GO:0006096	glycolytic process	55	9	2.24	0.00034	3.46852108295774	4.01785714285714	0.603994491105162
Nek9	hom_vs_het_wt	BP	GO:0086004	regulation of cardiac muscle cell contra...	46	11	1.87	0.00043	3.36653154442041	5.88235294117647	0.769551078621726
Nek9	hom_vs_het_wt	BP	GO:0035886	vascular smooth muscle cell differentiat...	17	5	0.69	0.00045	3.34678748622466	7.2463768115942	0.860120913598763
Nek9	hom_vs_het_wt	BP	GO:0010460	positive regulation of heart rate	17	5	0.69	0.00045	3.34678748622466	7.2463768115942	0.860120913598763
Nek9	hom_vs_het_wt	BP	GO:0048645	organ formation	57	9	2.32	0.00045	3.34678748622466	3.87931034482759	0.588754524548425
Nek9	hom_vs_het_wt	BP	GO:0006942	regulation of striated muscle contractio...	80	19	3.26	0.00046	3.33724216831843	5.82822085889571	0.76553600088489
Nek9	hom_vs_het_wt	BP	GO:0010878	cholesterol storage	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:0060670	branching involved in labyrinthine layer...	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:1901077	regulation of relaxation of muscle	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:0014733	regulation of skeletal muscle adaptation	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:0014894	response to denervation involved in regu...	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:0061299	retina vasculature morphogenesis in came...	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:0019471	4-hydroxyproline metabolic process	10	4	0.41	0.00047	3.32790214206428	9.75609756097561	0.989276134608227
Nek9	hom_vs_het_wt	BP	GO:0045666	positive regulation of neuron differenti...	82	11	3.34	0.00047	3.32790214206428	3.29341317365269	0.51764621834666
Nek9	hom_vs_het_wt	BP	GO:0031018	endocrine pancreas development	46	8	1.87	0.00048	3.31875876262441	4.27807486631016	0.631248380455445
Nek9	hom_vs_het_wt	BP	GO:0070509	calcium ion import	46	8	1.87	0.00048	3.31875876262441	4.27807486631016	0.631248380455445
Nek9	hom_vs_het_wt	BP	GO:0009612	response to mechanical stimulus	157	20	6.39	0.00050	3.30102999566398	3.12989045383412	0.495529137505581
Nek9	hom_vs_het_wt	BP	GO:0042475	odontogenesis of dentin-containing tooth	70	10	2.85	0.00051	3.29242982390206	3.50877192982456	0.54515513999149
Nek9	hom_vs_het_wt	BP	GO:0006084	acetyl-CoA metabolic process	26	6	1.06	0.00051	3.29242982390206	5.66037735849057	0.752845385118873
Nek9	hom_vs_het_wt	BP	GO:0045834	positive regulation of lipid metabolic p...	83	11	3.38	0.00052	3.2839966563652	3.25443786982249	0.51247598488057
Nek9	hom_vs_het_wt	BP	GO:0010623	developmental programmed cell death	36	7	1.47	0.00053	3.27572413039921	4.76190476190476	0.677780705266081
Nek9	hom_vs_het_wt	BP	GO:0030335	positive regulation of cell migration	301	25	12.26	0.00060	3.22184874961636	2.03915171288744	0.309449538489641
Nek9	hom_vs_het_wt	BP	GO:0035994	response to muscle stretch	18	5	0.73	0.00061	3.21467016498923	6.84931506849315	0.835647144215563
Nek9	hom_vs_het_wt	BP	GO:0071456	cellular response to hypoxia	112	13	4.56	0.00062	3.20760831050175	2.85087719298246	0.454978509642402
Nek9	hom_vs_het_wt	BP	GO:0009725	response to hormone	629	48	25.62	0.00064	3.19382002601611	1.87353629976581	0.27266211196692
Nek9	hom_vs_het_wt	BP	GO:0010976	positive regulation of neuron projection...	113	13	4.6	0.00068	3.16749108729376	2.82608695652174	0.451185520625263
Nek9	hom_vs_het_wt	BP	GO:0007267	cell-cell signaling	821	71	33.44	0.00069	3.16115090926274	2.12320574162679	0.326992079952096
Nek9	hom_vs_het_wt	BP	GO:2000310	regulation of N-methyl-D-aspartate selec...	11	4	0.45	0.00071	3.14874165128092	8.88888888888889	0.948847477552619
Nek9	hom_vs_het_wt	BP	GO:0098911	regulation of ventricular cardiac muscle...	11	4	0.45	0.00071	3.14874165128092	8.88888888888889	0.948847477552619
Nek9	hom_vs_het_wt	BP	GO:0042060	wound healing	305	25	12.42	0.00072	3.14266750356873	2.01288244766506	0.303818412831476
Nek9	hom_vs_het_wt	BP	GO:0043462	regulation of ATPase activity	49	8	2	0.00074	3.13076828026902	4	0.602059991327962
Nek9	hom_vs_het_wt	BP	GO:0001569	patterning of blood vessels	38	7	1.55	0.00075	3.1249387366083	4.51612903225806	0.654766341843965
Nek9	hom_vs_het_wt	BP	GO:0003073	regulation of systemic arterial blood pr...	62	9	2.52	0.00085	3.07058107428571	3.57142857142857	0.552841968657781
Nek9	hom_vs_het_wt	BP	GO:0010717	regulation of epithelial to mesenchymal ...	63	9	2.57	0.00096	3.01772876696043	3.50194552529183	0.54430938610803
Nek9	hom_vs_het_wt	BP	GO:0032940	secretion by cell	609	46	24.8	0.00099	3.00436480540245	1.85483870967742	0.268306150855358
Nek9	hom_vs_het_wt	BP	GO:0035025	positive regulation of Rho protein signa...	20	5	0.81	0.00103	2.98716277529483	6.17283950617284	0.790484985457369
Nek9	hom_vs_het_wt	BP	GO:0034381	plasma lipoprotein particle clearance	20	5	0.81	0.00103	2.98716277529483	6.17283950617284	0.790484985457369
Nek9	hom_vs_het_wt	BP	GO:0010882	regulation of cardiac muscle contraction...	12	4	0.49	0.00104	2.98296666070122	8.16326530612245	0.911863911299449
Nek9	hom_vs_het_wt	BP	GO:0060973	cell migration involved in heart develop...	12	4	0.49	0.00104	2.98296666070122	8.16326530612245	0.911863911299449
Nek9	hom_vs_het_wt	BP	GO:0060979	vasculogenesis involved in coronary vasc...	12	4	0.49	0.00104	2.98296666070122	8.16326530612245	0.911863911299449
Nek9	hom_vs_het_wt	BP	GO:0022010	central nervous system myelination	12	4	0.49	0.00104	2.98296666070122	8.16326530612245	0.911863911299449
Nek9	hom_vs_het_wt	BP	GO:0060078	regulation of postsynaptic membrane pote...	104	12	4.24	0.00105	2.97881070093006	2.83018867924528	0.451815389454892
Nek9	hom_vs_het_wt	BP	GO:0016525	negative regulation of angiogenesis	64	9	2.61	0.00108	2.96657624451305	3.44827586206897	0.537602002101044
Nek9	hom_vs_het_wt	BP	GO:0042632	cholesterol homeostasis	52	8	2.12	0.00111	2.95467702121334	3.77358490566038	0.576754126063192
Nek9	hom_vs_het_wt	BP	GO:0007626	locomotory behavior	182	17	7.41	0.00124	2.90657831483776	2.29419703103914	0.360630713398946
Nek9	hom_vs_het_wt	BP	GO:0010811	positive regulation of cell-substrate ad...	92	11	3.75	0.00125	2.90308998699194	2.93333333333333	0.467361417430506
Nek9	hom_vs_het_wt	BP	GO:0048857	neural nucleus development	53	8	2.16	0.00126	2.89962945488244	3.7037037037037	0.568636235841013
Nek9	hom_vs_het_wt	BP	GO:0002052	positive regulation of neuroblast prolif...	21	5	0.86	0.00130	2.88605664769316	5.81395348837209	0.764471553092451
Nek9	hom_vs_het_wt	BP	GO:0033238	regulation of cellular amine metabolic p...	31	6	1.26	0.00137	2.86327943284359	4.76190476190476	0.677780705266081
Nek9	hom_vs_het_wt	BP	GO:0033628	regulation of cell adhesion mediated by ...	31	6	1.26	0.00137	2.86327943284359	4.76190476190476	0.677780705266081
Nek9	hom_vs_het_wt	BP	GO:0003009	skeletal muscle contraction	31	6	1.26	0.00137	2.86327943284359	4.76190476190476	0.677780705266081
Nek9	hom_vs_het_wt	BP	GO:0030198	extracellular matrix organization	168	16	6.84	0.00139	2.85698519974591	2.33918128654971	0.369063880935808
Nek9	hom_vs_het_wt	BP	GO:0086065	cell communication involved in cardiac c...	36	10	1.47	0.00140	2.85387196432176	6.80272108843537	0.832682665251824
Nek9	hom_vs_het_wt	BP	GO:0021879	forebrain neuron differentiation	54	8	2.2	0.00143	2.84466396253494	3.63636363636364	0.560667306169737
Nek9	hom_vs_het_wt	BP	GO:1901701	cellular response to oxygen-containing c...	693	49	28.22	0.00143	2.84466396253494	1.7363571934798	0.239639070610185
Nek9	hom_vs_het_wt	BP	GO:0048709	oligodendrocyte differentiation	79	13	3.22	0.00144	2.84163750790475	4.03726708074534	0.606087480611006
Nek9	hom_vs_het_wt	BP	GO:0021794	thalamus development	13	4	0.53	0.00145	2.83863199776503	7.54716981132075	0.877784121727173
Nek9	hom_vs_het_wt	BP	GO:0021781	glial cell fate commitment	13	4	0.53	0.00145	2.83863199776503	7.54716981132075	0.877784121727173
Nek9	hom_vs_het_wt	BP	GO:0090136	epithelial cell-cell adhesion	13	4	0.53	0.00145	2.83863199776503	7.54716981132075	0.877784121727173
Nek9	hom_vs_het_wt	BP	GO:0005980	glycogen catabolic process	13	4	0.53	0.00145	2.83863199776503	7.54716981132075	0.877784121727173
Nek9	hom_vs_het_wt	BP	GO:0007416	synapse assembly	108	12	4.4	0.00146	2.83564714421556	2.72727272727273	0.435728569561437
Nek9	hom_vs_het_wt	BP	GO:0051091	positive regulation of sequence-specific...	169	16	6.88	0.00148	2.82973828460504	2.32558139534884	0.366531544420413
Nek9	hom_vs_het_wt	BP	GO:0001756	somitogenesis	67	9	2.73	0.00150	2.82390874094432	3.2967032967033	0.518079862398569
Nek9	hom_vs_het_wt	BP	GO:0097485	neuron projection guidance	159	23	6.48	0.00157	2.80410034759077	3.54938271604938	0.550152830146999
Nek9	hom_vs_het_wt	BP	GO:0030902	hindbrain development	139	14	5.66	0.00160	2.79588001734407	2.47349823321555	0.393311604489967
Nek9	hom_vs_het_wt	BP	GO:1903115	regulation of actin filament-based movem...	48	13	1.95	0.00160	2.79588001734407	6.66666666666667	0.823908740944319
Nek9	hom_vs_het_wt	BP	GO:0014068	positive regulation of phosphatidylinosi...	43	7	1.75	0.00161	2.79317412396815	4	0.602059991327962
Nek9	hom_vs_het_wt	BP	GO:0030324	lung development	178	24	7.25	0.00162	2.79048498545737	3.31034482758621	0.519873235140612
Nek9	hom_vs_het_wt	BP	GO:0030513	positive regulation of BMP signaling pat...	32	6	1.3	0.00163	2.78781239559604	4.61538461538461	0.664207898076807
Nek9	hom_vs_het_wt	BP	GO:0043471	regulation of cellular carbohydrate cata...	32	6	1.3	0.00163	2.78781239559604	4.61538461538461	0.664207898076807
Nek9	hom_vs_het_wt	BP	GO:0005978	glycogen biosynthetic process	32	6	1.3	0.00163	2.78781239559604	4.61538461538461	0.664207898076807
Nek9	hom_vs_het_wt	BP	GO:0032526	response to retinoic acid	82	10	3.34	0.00177	2.75202673363819	2.9940119760479	0.476253533188435
Nek9	hom_vs_het_wt	BP	GO:0007009	plasma membrane organization	231	23	9.41	0.00178	2.74957999769111	2.4442082890542	0.388138212590336
Nek9	hom_vs_het_wt	BP	GO:0001658	branching involved in ureteric bud morph...	56	8	2.28	0.00182	2.73992861201493	3.50877192982456	0.54515513999149
Nek9	hom_vs_het_wt	BP	GO:0002067	glandular epithelial cell differentiatio...	44	7	1.79	0.00185	2.73282827159699	3.91061452513966	0.592245009034364
Nek9	hom_vs_het_wt	BP	GO:0007420	brain development	624	65	25.41	0.00187	2.7281583934635	2.55804801259347	0.407908691592486
Nek9	hom_vs_het_wt	BP	GO:0045747	positive regulation of Notch signaling p...	33	6	1.34	0.00192	2.71669877129645	4.47761194029851	0.651046452018836
Nek9	hom_vs_het_wt	BP	GO:0060021	palate development	83	10	3.38	0.00194	2.71219827006977	2.9585798816568	0.471083299722345
Nek9	hom_vs_het_wt	BP	GO:0003214	cardiac left ventricle morphogenesis	14	4	0.57	0.00197	2.70553377383841	7.01754385964912	0.846185135655471
Nek9	hom_vs_het_wt	BP	GO:0030949	positive regulation of vascular endothel...	14	4	0.57	0.00197	2.70553377383841	7.01754385964912	0.846185135655471
Nek9	hom_vs_het_wt	BP	GO:0010226	response to lithium ion	23	5	0.94	0.00201	2.69680394257951	5.31914893617021	0.72584215073632
Nek9	hom_vs_het_wt	BP	GO:0048708	astrocyte differentiation	57	8	2.32	0.00205	2.68824613894425	3.44827586206897	0.537602002101044
Nek9	hom_vs_het_wt	BP	GO:0055072	iron ion homeostasis	57	8	2.32	0.00205	2.68824613894425	3.44827586206897	0.537602002101044
Nek9	hom_vs_het_wt	BP	GO:0042307	positive regulation of protein import in...	70	9	2.85	0.00205	2.68824613894425	3.15789473684211	0.499397649430815
Nek9	hom_vs_het_wt	BP	GO:0010463	mesenchymal cell proliferation	45	7	1.83	0.00211	2.67571754470231	3.82513661202186	0.582646950283827
Nek9	hom_vs_het_wt	BP	GO:0060412	ventricular septum morphogenesis	34	6	1.38	0.00226	2.6458915608526	4.34782608695652	0.638272163982407
Nek9	hom_vs_het_wt	BP	GO:0032874	positive regulation of stress-activated ...	71	9	2.89	0.00227	2.64397414280688	3.11418685121107	0.493344666682777
Nek9	hom_vs_het_wt	BP	GO:0051262	protein tetramerization	99	11	4.03	0.00228	2.64206515299955	2.72952853598015	0.436087639017116
Nek9	hom_vs_het_wt	BP	GO:0034754	cellular hormone metabolic process	58	8	2.36	0.00229	2.64016451766011	3.38983050847458	0.530177984021837
Nek9	hom_vs_het_wt	BP	GO:0002040	sprouting angiogenesis	58	8	2.36	0.00229	2.64016451766011	3.38983050847458	0.530177984021837
Nek9	hom_vs_het_wt	BP	GO:0010906	regulation of glucose metabolic process	85	10	3.46	0.00233	2.63264407897398	2.89017341040462	0.460923901207223
Nek9	hom_vs_het_wt	BP	GO:0015711	organic anion transport	261	21	10.63	0.00234	2.63078414258986	1.9755409219191	0.295686030210622
Nek9	hom_vs_het_wt	BP	GO:0008284	positive regulation of cell proliferatio...	615	53	25.05	0.00236	2.62708799702989	2.11576846307385	0.325468139397525
Nek9	hom_vs_het_wt	BP	GO:2000179	positive regulation of neural precursor ...	45	10	1.83	0.00238	2.62342304294349	5.46448087431694	0.73754891026957
Nek9	hom_vs_het_wt	BP	GO:0008203	cholesterol metabolic process	84	20	3.42	0.00243	2.61439372640169	5.84795321637427	0.767003889607846
Nek9	hom_vs_het_wt	BP	GO:0003188	heart valve formation	15	4	0.61	0.00259	2.58670023591875	6.55737704918033	0.816730156317195
Nek9	hom_vs_het_wt	BP	GO:0001921	positive regulation of receptor recyclin...	15	4	0.61	0.00259	2.58670023591875	6.55737704918033	0.816730156317195
