Gene	Comparison	Set	Term ID	Description	Annotated	Expected	Observed	Fold Enrichment	Adjusted p value	-log10(pvalue)
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16191	notochord	163	18.94	47	2.48	6.49e-03	2.18775530319963
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16166	neural tube lateral wall	185	21.49	52	2.42	6.68e-03	2.17522353752445
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16802	frontal process	13	1.51	8	5.30	6.69e-03	2.17457388223218
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16070	definitive endoderm	32	3.72	14	3.77	6.69e-03	2.17457388223218
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:26937	oral mucosa	266	30.90	69	2.23	6.79e-03	2.1681302257195
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35991	alimentary system endoderm	72	8.36	25	2.99	6.79e-03	2.1681302257195
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35585	nasal process ectoderm	22	2.56	11	4.30	6.94e-03	2.15864052954514
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35191	branchial pouch endoderm	25	2.90	12	4.13	6.94e-03	2.15864052954514
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35293	dorsal raphe nucleus	8	0.93	6	6.46	6.97e-03	2.15676722190199
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16264	allantois mesenchyme	8	0.93	6	6.46	7.17e-03	2.1444808443322
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:17883	tongue muscle	323	37.52	81	2.16	7.28e-03	2.13786862068696
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35144	arterial blood vessel	198	23.00	54	2.35	7.28e-03	2.13786862068696
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:32611	forelimb epithelium	32	3.72	14	3.77	7.41e-03	2.13018179202067
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:17601	pharyngo-tympanic tube	244	28.35	64	2.26	7.45e-03	2.12784372725171
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:32782	bone	2048	237.93	418	1.76	7.71e-03	2.11294562194904
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35589	neocortex region	66	7.67	23	3.00	7.73e-03	2.11182050608167
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:18215	midbrain tegmentum	1432	166.36	301	1.81	7.84e-03	2.10568393731556
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:35985	ectoderm	6155	715.06	1159	1.62	7.88e-03	2.10347378251044
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:36037	cavity or lining	462	53.67	109	2.03	8.30e-03	2.08092190762393
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:17072	metencephalon lateral wall	3969	461.10	773	1.68	8.40e-03	2.07572071393812
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:29207	mesenchyme of distal genital tubercle of male	16	1.86	9	4.84	8.42e-03	2.07468790850035
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:30487	mesenchyme of distal genital tubercle of female	19	2.21	10	4.53	8.58e-03	2.06651271215129
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:30901	urethra	2505	291.02	503	1.73	8.91e-03	2.05012229596312
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16069	embryo ectoderm	6143	713.66	1156	1.62	8.99e-03	2.04624030826677
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:17968	male reproductive system	2437	283.12	490	1.73	9.01e-03	2.04527520902094
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:28485	maturing nephron	569	66.10	131	1.98	9.43e-03	2.02548830726267
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:32863	lower jaw tooth dental papilla	48	5.58	18	3.23	9.51e-03	2.02181948306259
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:36110	lamina propria of pelvic urethra of female	44	5.11	17	3.33	9.51e-03	2.02181948306259
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16666	spinal component of peripheral nervous system	3228	375.01	636	1.70	9.59e-03	2.01818139282934
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16797	trigeminal ganglion	1960	227.70	400	1.76	9.90e-03	2.00436480540245
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16060	body cavity or lining	455	52.86	107	2.02	9.97e-03	2.00130484168834
Hira	hom_vs_het_wt	mrna_abnormal	EMAPA:16579	pronephros	4	0.46	4	8.61	9.97e-03	2.00130484168834
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36033	germ layer	6197	894.63	1559	1.74	1.88e-19	18.7258421507363
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16069	embryo ectoderm	6079	877.60	1523	1.74	7.37e-18	17.1325325121409
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35985	ectoderm	6091	879.33	1525	1.73	7.84e-18	17.1056839373156
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16894	brain	6681	964.51	1643	1.70	7.30e-16	15.1366771398795
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16089	future brain	5836	842.52	1458	1.73	9.57e-15	14.0190880622232
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16177	trunk mesenchyme	859	124.01	289	2.33	2.60e-14	13.5850266520292
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32757	paraxial mesenchyme	1002	144.65	325	2.25	8.09e-14	13.0920514783877
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:31169	somite	868	125.31	293	2.34	1.22e-13	12.9136401693253
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16470	central nervous system	7295	1053.15	1755	1.67	1.22e-13	12.9136401693253
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16895	forebrain	5812	839.05	1445	1.72	1.69e-13	12.7721132953863
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16469	nervous system	7427	1072.20	1780	1.66	2.36e-13	12.6270879970299
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36867	craniocervical region	8093	1168.35	1913	1.64	2.73e-13	12.5638373529592
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:31858	head	8093	1168.35	1913	1.64	2.73e-13	12.5638373529592
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16164	neural tube	687	99.18	241	2.43	2.98e-13	12.5257837359237
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17373	metanephros	3718	536.75	979	1.82	2.98e-13	12.5257837359237
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17021	stomach	1989	287.14	570	1.99	7.34e-13	12.1343039400839
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17577	spinal cord	4551	657.01	1163	1.77	1.21e-12	11.9172146296835
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16974	midbrain	4254	614.13	1096	1.78	1.43e-12	11.8446639625349
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16910	telencephalon	5411	781.16	1350	1.73	2.13e-12	11.6716203965613
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17366	urinary system	4825	696.56	1219	1.75	5.87e-12	11.2313618987524
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17524	integumental system	2569	370.88	703	1.90	8.00e-12	11.0969100130081
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16896	diencephalon	4228	610.38	1084	1.78	1.01e-11	10.9956786262174
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17525	skin	2490	359.47	683	1.90	1.24e-11	10.9065783148378
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16748	tail	2054	296.53	578	1.95	1.37e-11	10.8632794328436
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16092	future spinal cord	2054	296.53	578	1.95	1.37e-11	10.8632794328436
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32906	tooth	1978	285.56	559	1.96	1.88e-11	10.7258421507363
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36031	body region	8482	1224.51	1974	1.61	2.68e-11	10.5718652059712
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16727	respiratory system	2786	402.20	749	1.86	4.17e-11	10.3798639450262
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16262	oral region	3505	506.00	916	1.81	4.31e-11	10.3655227298393
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16097	mesenchyme	3126	451.29	824	1.83	5.95e-11	10.2254830342715
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35961	embryo mesenchyme	3115	449.70	821	1.83	6.64e-11	10.177831920632
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36002	auditory system	2498	360.63	680	1.89	6.64e-11	10.177831920632
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:37985	vestibulo-auditory system	2498	360.63	680	1.89	6.64e-11	10.177831920632
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16193	ear	2498	360.63	680	1.89	6.64e-11	10.177831920632
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35868	tissue	5698	822.59	1396	1.70	7.40e-11	10.130768280269
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16728	lung	2497	360.48	677	1.88	1.51e-10	9.82102305270683
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36003	visual system	4642	670.14	1168	1.74	1.57e-10	9.80410034759077
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16198	eye	4638	669.57	1166	1.74	2.23e-10	9.65169513695184
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32905	jaw	2733	394.55	731	1.85	2.59e-10	9.58670023591875
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32738	epithelium	3813	550.47	975	1.77	3.93e-10	9.40560744962457
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17924	upper jaw	1883	271.84	527	1.94	5.20e-10	9.2839966563652
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32921	forebrain ventricular layer	1475	212.94	427	2.01	5.37e-10	9.27002571430044
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16255	midgut	878	126.75	275	2.17	8.85e-10	9.05305672930217
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35362	future brain ventricular layer	1424	205.58	418	2.03	9.56e-10	9.0195421077239
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16247	gut	4318	623.37	1089	1.75	1.22e-09	8.91364016932525
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16098	head mesenchyme	505	72.90	174	2.39	1.22e-09	8.91364016932525
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36670	lower urinary tract	3080	444.65	807	1.81	1.23e-09	8.9100948885606
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32679	brain ventricular layer	2085	301.00	573	1.90	1.23e-09	8.9100948885606
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17544	cerebral cortex	4079	588.87	1034	1.76	1.48e-09	8.82973828460504
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32874	intestine	1810	261.30	506	1.94	1.57e-09	8.80410034759077
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:31857	trunk	1659	239.50	469	1.96	1.96e-09	8.70774392864352
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35955	sensory organ	6093	879.62	1476	1.68	2.07e-09	8.68402965454308
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16908	diencephalon lateral wall ventricular layer	597	86.19	198	2.30	2.07e-09	8.68402965454308
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35209	ventricular layer	2140	308.94	584	1.89	2.09e-09	8.67985371388895
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17381	reproductive system	4033	582.23	1022	1.76	2.28e-09	8.64206515299954
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:30901	urethra	2496	360.34	668	1.85	2.84e-09	8.54668165995296
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16548	foregut	3609	521.02	924	1.77	3.26e-09	8.48678239993206
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16194	inner ear	2072	299.13	567	1.90	3.47e-09	8.45967052520913
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16680	nasal process	188	27.14	81	2.98	4.14e-09	8.3829996588791
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16640	future forebrain	5756	830.97	1432	1.72	4.37e-09	8.35951856302958
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:18425	gland	3860	557.25	979	1.76	5.11e-09	8.29157909986529
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16117	branchial arch	1091	157.50	324	2.06	5.44e-09	8.26440110030182
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16246	alimentary system	5302	765.43	1301	1.70	5.46e-09	8.26280735729526
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16073	neural ectoderm	5999	866.05	1503	1.74	5.46e-09	8.26280735729526
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35986	endoderm	347	50.09	127	2.54	6.63e-09	8.17848647159523
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16367	genitourinary system	5372	775.53	1313	1.69	7.36e-09	8.1331221856625
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17952	renal cortex	2087	301.29	568	1.89	7.36e-09	8.1331221856625
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17168	retina	3978	574.29	1005	1.75	7.97e-09	8.09854167860389
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16913	telencephalon ventricular layer	1299	187.53	374	1.99	1.07e-08	7.97061622231479
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32710	diencephalon ventricular layer	694	100.19	221	2.21	1.33e-08	7.87614835903291
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16916	hindbrain	4970	717.50	1224	1.71	1.42e-08	7.84771165561694
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17529	vibrissa	1922	277.47	526	1.90	1.71e-08	7.76700388960785
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36704	mystacial pad	1923	277.61	526	1.89	1.84e-08	7.73518217699046
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35306	endocrine system	1974	284.98	538	1.89	1.94e-08	7.71219827006977
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35999	endocrine gland	1974	284.98	538	1.89	1.94e-08	7.71219827006977
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:37283	appendage	3682	531.55	934	1.76	1.98e-08	7.70333480973847
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32937	future forebrain lateral wall	1413	203.99	412	2.02	2.00e-08	7.69897000433602
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17379	urogenital sinus	2559	369.43	676	1.83	2.00e-08	7.69897000433602
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16192	sensory organ system	6325	913.11	1517	1.66	2.20e-08	7.65757731917779
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32808	nerve	1028	148.41	305	2.06	3.09e-08	7.51004152057516
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32660	meninges	1926	278.05	525	1.89	3.09e-08	7.51004152057516
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35207	central nervous system roof plate	1693	244.41	467	1.91	3.09e-08	7.51004152057516
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17073	metencephalon alar plate	3336	481.60	854	1.77	3.17e-08	7.49894073778225
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17412	forelimb	2207	318.61	591	1.85	4.05e-08	7.39254497678533
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16183	trunk paraxial mesenchyme	619	89.36	201	2.25	4.26e-08	7.37059040089728
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16715	hindgut	620	89.51	199	2.22	4.26e-08	7.37059040089728
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:18321	bladder	2296	331.46	611	1.84	5.54e-08	7.25649023527157
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32673	basal ganglia	2548	367.84	670	1.82	5.72e-08	7.24260397120697
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17264	cranial nerve	996	143.79	295	2.05	6.90e-08	7.16115090926274
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32897	molar	704	101.63	220	2.16	7.61e-08	7.11861534322943
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17540	thalamus	3007	434.11	775	1.79	8.79e-08	7.05601112492623
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35577	musculature	1859	268.38	506	1.89	8.79e-08	7.05601112492623
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17917	lower jaw tooth	889	128.34	267	2.08	1.01e-07	6.99567862621736
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17549	corpus striatum	1841	265.78	501	1.89	1.01e-07	6.99567862621736
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17787	cerebellum	3294	475.54	840	1.77	1.17e-07	6.93181413825384
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17071	metencephalon	4113	593.78	1025	1.73	1.20e-07	6.92081875395237
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16074	non-neural ectoderm	593	85.61	189	2.21	1.28e-07	6.89279003035213
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:18815	gut gland	2693	388.78	700	1.80	1.34e-07	6.87289520163519
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16184	trunk somite	535	77.24	176	2.28	1.45e-07	6.83863199776502
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16406	forelimb bud	597	86.19	193	2.24	1.53e-07	6.8153085691824
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35952	sensory organ epithelium	3019	435.84	776	1.78	1.53e-07	6.8153085691824
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35942	future forebrain ventricular layer	1413	203.99	412	2.02	1.53e-07	6.8153085691824
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36776	brain roof plate	1677	242.10	458	1.89	1.69e-07	6.77211329538633
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35944	limb bud	629	90.81	201	2.21	2.02e-07	6.69464863055338
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:31109	dermomyotome	231	33.35	90	2.70	2.06e-07	6.68613277963085
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16981	midbrain roof plate	1560	225.21	431	1.91	2.12e-07	6.67366413907125
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16405	limb	3433	495.61	868	1.75	2.37e-07	6.6252516539899
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17778	olfactory lobe	3403	491.28	862	1.75	2.40e-07	6.61978875828839
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16723	oral region gland	1982	286.13	531	1.86	2.94e-07	6.53165266958784
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17751	salivary gland	1977	285.41	530	1.86	2.95e-07	6.53017798402184
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32842	neocortex	2606	376.22	677	1.80	3.56e-07	6.44855000202712
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16408	forelimb bud mesenchyme	207	29.88	82	2.74	3.60e-07	6.44369749923271
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16140	future midbrain	382	55.15	132	2.39	3.62e-07	6.44129142946683
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:31159	sclerotome	109	15.74	51	3.24	3.62e-07	6.44129142946683
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16542	nose	3183	459.52	809	1.76	3.86e-07	6.41341269532824
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32837	telencephalon septum	1191	171.94	339	1.97	3.89e-07	6.41005039867429
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16118	1st branchial arch	690	99.61	215	2.16	4.09e-07	6.38827669199266
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17072	metencephalon lateral wall	3932	567.65	979	1.72	4.32e-07	6.36451625318509
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35327	exocrine gland	2059	297.25	548	1.84	4.32e-07	6.36451625318509
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35329	exocrine system	2059	297.25	548	1.84	4.32e-07	6.36451625318509
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36004	olfactory system	3186	459.95	809	1.76	4.47e-07	6.34969247686806
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16853	trachea	960	138.59	281	2.03	4.47e-07	6.34969247686806
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35405	hippocampal formation	3123	450.85	795	1.76	4.77e-07	6.32148162095989
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32628	forelimb mesenchyme	447	64.53	148	2.29	4.93e-07	6.30715308072277
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16656	telencephalon lateral wall	1299	187.53	374	1.99	5.08e-07	6.29413628771608
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17938	upper jaw tooth	815	117.66	244	2.07	5.31e-07	6.27490547891853
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17942	upper jaw molar	602	86.91	189	2.17	5.41e-07	6.26680273489343
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17359	maxillary process	1405	202.83	394	1.94	5.87e-07	6.23136189875239
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17536	hypothalamus	3066	442.62	781	1.76	5.97e-07	6.22402566887063
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32869	superior colliculus	1262	182.19	355	1.95	6.27e-07	6.20273245916928
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:19051	tectum	1519	219.29	417	1.90	7.61e-07	6.11861534322943
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32845	hippocampus	3110	448.98	790	1.76	7.91e-07	6.10182351650232
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16808	medial-nasal process	55	7.94	31	3.90	8.44e-07	6.07365755337434
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32705	limb mesenchyme	1215	175.40	342	1.95	9.60e-07	6.01772876696043
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17000	middle ear	896	129.35	263	2.03	9.62e-07	6.01682492796219
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36556	corpora quadrigemina	1498	216.26	411	1.90	1.02e-06	5.99139982823808
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16062	embryo endoderm	244	35.23	90	2.55	1.04e-06	5.98296666070122
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36751	cranial placode	188	27.14	74	2.73	1.26e-06	5.89962945488244
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17921	lower jaw molar	644	92.97	198	2.13	1.33e-06	5.87614835903291
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36473	early conceptus	745	107.55	223	2.07	1.33e-06	5.87614835903291
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16104	cardiovascular system	2325	335.65	606	1.81	1.37e-06	5.86327943284359
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16042	extraembryonic component	672	97.01	204	2.10	1.56e-06	5.80687540164554
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17950	ureter	1426	205.87	392	1.90	1.69e-06	5.77211329538633
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32780	pallidum	878	126.75	257	2.03	1.70e-06	5.76955107862173
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32672	amygdala	2085	301.00	549	1.82	1.78e-06	5.74957999769111
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17906	lower jaw	1566	226.08	425	1.88	2.20e-06	5.65757731917779
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:18215	midbrain tegmentum	1425	205.72	391	1.90	2.20e-06	5.65757731917779
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16979	midbrain ventricular layer	758	109.43	225	2.06	2.29e-06	5.64016451766011
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17597	cochlea	1290	186.23	358	1.92	2.32e-06	5.6345120151091
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35971	sensory organ mesenchyme	200	28.87	76	2.63	2.53e-06	5.59687947882418
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16665	peripheral nervous system	3413	492.72	854	1.73	2.65e-06	5.57675412606319
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16738	lower respiratory tract	1056	152.45	300	1.97	2.77e-06	5.55752023093555
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:35593	neural plate	259	37.39	93	2.49	3.02e-06	5.51999305704285
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17815	inner ear labyrinth	1057	152.59	300	1.97	3.05e-06	5.51570016065321
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17969	genital tubercle of male	208	30.03	78	2.60	3.21e-06	5.49349496759513
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17575	optic nerve	491	70.88	156	2.20	3.37e-06	5.47237009912866
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16148	future hindbrain	573	82.72	179	2.16	3.48e-06	5.45842075605342
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32870	inferior colliculus	1386	200.09	380	1.90	3.51e-06	5.45469288353418
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16669	otocyst	519	74.93	168	2.24	3.51e-06	5.45469288353418
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17550	medulla oblongata	2481	358.17	639	1.78	3.51e-06	5.45469288353418
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:29252	glans of male genital tubercle	136	19.63	58	2.95	3.78e-06	5.42250820016277
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16905	diencephalon lateral wall	1066	153.89	300	1.95	4.28e-06	5.36855623098683
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16805	latero-nasal process	53	7.65	29	3.79	4.53e-06	5.34390179798717
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:18771	hair follicle	1145	165.30	320	1.94	5.51e-06	5.25884840114821
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:32898	hindbrain ventricular layer	587	84.74	180	2.12	5.60e-06	5.2518119729938
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:17185	tongue	1748	252.35	465	1.84	5.83e-06	5.23433144524099
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:36885	gustatory system	1748	252.35	465	1.84	5.83e-06	5.23433144524099
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:30977	male external genitalia	210	30.32	78	2.57	5.89e-06	5.2298847052129
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16072	primitive streak	225	32.48	82	2.52	5.94e-06	5.22621355501881
Supt3	hom_vs_het_wt	mrna_abnormal	EMAPA:16659	cranial ganglion	3243	468.18	812	1.73	6.03e-06	5.21968268785985
